0.0,8707.412,0.0,0.0,2439.7703,0.0,0.0,14781.852,0.0,0.0,5156.329,0.0,10137.115,0.0,14265.527,13785.221
0.0,8833.263,0.0,0.0,3303.3623,0.0,0.0,11390.53,0.0,0.0,7576.1636,0.0,15382.86,0.0,20402.814,18835.648
0.0,7315.7896,0.0,0.0,0.0,0.0,0.0,14371.329,0.0,0.0,10178.721,0.0,20152.53,0.0,31469.016,11695.904
0.0,8742.383,0.0,0.0,2664.5605,0.0,0.0,13040.214,0.0,0.0,5521.6167,0.0,9812.573,0.0,14590.962,13244.715
0.0,15190.886,0.0,0.0,7210.873,0.0,0.0,21780.004,0.0,0.0,9761.333,0.0,21415.135,0.0,28561.1,32891.926
0.0,9258.246,0.0,0.0,2791.5342,0.0,0.0,13045.525,0.0,0.0,7128.364,0.0,11874.295,0.0,18378.709,13761.378
0.0,9535.202,0.0,0.0,2871.0894,0.0,0.0,13039.023,0.0,0.0,7770.6567,0.0,13040.835,0.0,19687.49,14438.213
0.0,18352.676,0.0,0.0,5272.218,0.0,0.0,25362.275,0.0,0.0,15279.943,0.0,25387.162,0.0,38517.97,27280.77
0.0,10647.479,0.0,0.0,2500.1558,0.0,0.0,14575.994,0.0,0.0,10805.46,0.0,17766.94,0.0,27006.236,18044.531
0.0,10453.278,0.0,0.0,2814.0251,0.0,0.0,13916.998,0.0,0.0,9712.146,0.0,16133.784,0.0,24078.55,17207.723
0.0,9188.018,0.0,0.0,3011.7312,0.0,0.0,12070.927,0.0,0.0,8903.737,0.0,15635.915,0.0,22922.18,18457.719
0.0,12706.688,0.0,0.0,5305.4404,0.0,0.0,17725.148,0.0,0.0,8756.403,0.0,16898.19,0.0,23763.24,24561.416
0.0,11418.92,0.0,0.0,3296.1497,0.0,0.0,16033.77,0.0,0.0,9426.569,0.0,15526.691,0.0,23857.234,16885.82
0.0,8582.394,0.0,0.0,1981.2892,0.0,0.0,12672.174,0.0,0.0,8749.975,0.0,14100.4795,0.0,22231.977,12625.42
0.0,7945.0435,0.0,0.0,2160.6516,0.0,0.0,11333.342,0.0,0.0,7383.3823,0.0,11867.066,0.0,18426.926,11905.903
0.0,5948.4976,0.0,0.0,2825.3042,0.0,0.0,8942.766,0.0,0.0,7275.5454,0.0,13110.974,0.0,21934.336,15501.116
0.0,16602.863,0.0,0.0,4974.4844,0.0,0.0,23208.82,0.0,0.0,12438.213,0.0,21035.76,0.0,32335.963,24341.1
